NEWID,DIRACC,DIRACC_,AGE_REF,AGE_REF_,AGE2,AGE2_,AS_COMP1,AS_C_MP1,AS_COMP2,AS_C_MP2,AS_COMP3,AS_C_MP3,AS_COMP4,AS_C_MP4,AS_COMP5,AS_C_MP5,BATHRMQ,BATHRMQ_,BEDROOMQ,BEDR_OMQ,BLS_URBN,BUILDING,BUIL_ING,CUTENURE,CUTE_URE,EARNCOMP,EARN_OMP,EDUC_REF,EDUC0REF,EDUCA2,EDUCA2_,FAM_SIZE,FAM__IZE,FAM_TYPE,FAM__YPE,FGOVRETX,FGOV_ETX,FINCBTAX,FINCBT_X,FINDRETX,FIND_ETX,FINLWT21,FJSSDEDX,FJSS_EDX,FPRIPENX,FPRI_ENX,FRRDEDX,FRRDEDX_,FRRETIRX,FRRE_IRX,FSALARYX,FSAL_RYX,FSSIX,FSSIX_,HLFBATHQ,HLFB_THQ,INC_HRS1,INC__RS1,INC_HRS2,INC__RS2,INC_RANK,INC__ANK,INCNONW1,INCN_NW1,INCNONW2,INCN_NW2,INCOMEY1,INCO_EY1,INCOMEY2,INCO_EY2,INCWEEK1,INCW_EK1,INCWEEK2,INCW_EK2,MISCTAXX,MISC_AXX,LUMPSUMX,LUMP_UMX,MARITAL1,MARI_AL1,NO_EARNR,NO_E_RNR,NONINCMX,NONI_CMX,NUM_AUTO,NUM__UTO,OCCUCOD1,OCCU_OD1,OCCUCOD2,OCCU_OD2,OTHRINCX,OTHR_NCX,PERSLT18,PERS_T18,PERSOT64,PERS_T64,POPSIZE,PRINEARN,PRIN_ARN,QINTRVMO,QINTRVYR,RACE2,RACE2_,REF_RACE,REF__ACE,REGION,RENTEQVX,RENT_QVX,ROOMSQ,ROOMSQ_,SEX_REF,SEX_REF_,SEX2,SEX2_,SMSASTAT,ST_HOUS,ST_HOUS_,VEHQ,VEHQ_,WELFAREX,WELF_REX,WTREP01,WTREP02,WTREP03,WTREP04,WTREP05,WTREP06,WTREP07,WTREP08,WTREP09,WTREP10,WTREP11,WTREP12,WTREP13,WTREP14,WTREP15,WTREP16,WTREP17,WTREP18,WTREP19,WTREP20,WTREP21,WTREP22,WTREP23,WTREP24,WTREP25,WTREP26,WTREP27,WTREP28
05116693,1,D,46,D,40,D,1,D,1,D,0,D,1,D,0,D,1,D,3,D,1,01,D,4,D,2,D,10,D,10,D,3,D,5,D,0,D,32000,D,0,D,33765.81,2448,D,0,D,0,D,0,D,32000,D,0,D,0,D,30,D,20,D,0.3112562,D,NA,A,NA,A,1,D,1,D,26,D,1,D,NA,A,NA,A,1,D,2,D,0,D,1,D,12,D,09,D,NA,A,1,D,0,D,5,01,D,02,2023,1,D,1,D,3,NA,A,5,D,1,D,2,D,1,2,D,2,D,NA,A,65931.507,87472.296,NA,71389.194,79712.049,64082.255,63096.522,73823.675,NA,NA,NA,88934.695,NA,66194.349,60366.147,79553.423,NA,NA,NA,NA,NA,73929.955,NA,NA,NA,56205.859,80598.308,NA
05116754,1,D,23,D,NA,A,1,D,0,D,0,D,0,D,0,D,2,D,4,D,1,01,D,4,D,8,D,13,D,NA,A,1,D,8,D,0,D,30000,D,0,D,34180.977,0,D,0,D,0,D,0,D,0,D,0,D,0,D,NA,A,NA,A,0.2960446,D,3,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,NA,A,5,D,0,D,0,D,0,D,NA,A,NA,A,NA,A,0,D,0,D,2,01,D,02,2023,NA,A,1,D,1,NA,A,6,D,1,D,NA,A,1,2,D,1,D,NA,A,NA,NA,65137.969,NA,68896.753,NA,NA,69124.422,70283.518,NA,68676.066,70283.222,NA,64002.87,NA,64608.431,67948.712,NA,NA,NA,70979.284,NA,NA,NA,NA,NA,65530.727,60304.439
05116773,1,D,82,D,NA,A,0,D,1,D,0,D,0,D,0,D,1,D,2,D,1,03,D,1,D,8,D,15,D,NA,A,1,D,8,D,0,D,33179,D,0,D,26945.999,0,D,0,D,0,D,33179,D,0,D,0,D,1,D,NA,A,NA,A,0.3193395,D,1,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,NA,A,2,D,0,D,0,D,1,D,NA,A,NA,A,NA,A,0,D,1,D,2,01,D,02,2023,NA,A,1,D,3,1700,D,5,D,2,D,NA,A,1,2,D,1,D,NA,A,NA,55575.961,53071.725,NA,NA,53262.864,NA,56116.297,NA,NA,50382.481,54737.696,NA,54142.812,52410.932,NA,52396.876,NA,54046.481,51701.258,NA,NA,NA,55844.522,NA,NA,NA,NA
05116833,1,D,61,D,57,D,1,D,1,D,0,D,0,D,0,D,2,D,3,D,1,01,D,5,D,2,D,12,D,13,D,2,D,1,D,0,D,0,D,0,D,21975.794,0,D,0,D,0,D,0,D,0,D,0,D,0,D,30,D,30,D,0.0664276,A,NA,A,NA,A,5,D,1,D,52,D,52,D,NA,A,NA,A,1,D,2,D,0,D,1,D,01,D,01,D,NA,A,0,D,0,D,4,01,D,02,2023,1,D,1,D,3,NA,A,5,D,1,D,2,D,1,2,D,1,D,NA,A,NA,43970.417,44375.094,43787.371,NA,49539.336,NA,NA,NA,43730.443,40175.914,45383.724,46112.029,39637.514,NA,39427.256,46147.433,47953.752,NA,NA,42098.892,NA,39215.784,NA,NA,43212.057,39382.686,NA
05116843,1,D,46,D,48,D,1,D,4,D,0,D,0,D,0,D,2,D,4,D,1,01,D,1,D,3,D,16,D,12,D,5,D,4,D,0,D,98200,D,0,D,16246.087,7514,D,0,D,0,D,0,D,98200,D,0,D,1,D,60,D,25,D,0.6903759,D,NA,A,NA,A,1,D,5,D,52,D,52,D,NA,A,NA,A,1,D,4,D,0,D,1,D,03,D,09,D,NA,A,1,D,0,D,2,01,D,02,2023,1,D,1,D,4,2200,D,9,D,1,D,2,D,1,2,D,4,D,NA,A,28680.245,26736.174,33617.379,NA,44648.898,27560.729,28393.65,30906.918,30239.469,NA,NA,NA,37552.06,NA,36871.708,22525.711,24478.744,NA,NA,NA,NA,NA,32806.275,NA,NA,NA,35836.066,27646.674
05116893,1,D,59,D,66,D,2,D,3,D,0,D,0,D,0,D,2,D,5,D,1,01,D,2,D,3,D,14,D,11,D,5,D,4,D,0,D,90000,D,0,D,19939.775,11016,D,0,D,0,D,0,D,36000,D,0,D,0,D,45,D,40,D,0.6622988,D,NA,A,NA,A,5,D,1,D,52,D,52,D,NA,A,NA,A,1,D,5,D,0,D,1,D,10,D,10,D,NA,A,0,D,1,D,2,01,D,02,2023,1,D,1,D,1,3029,D,8,D,2,D,1,D,1,2,D,2,D,NA,A,NA,49089.488,56265.556,NA,47230.935,48493.456,NA,43465.197,NA,31588.281,42509.052,NA,NA,NA,31588.281,NA,NA,NA,NA,NA,45627.974,47987.718,31588.281,NA,31588.281,NA,NA,NA
05116933,1,D,49,D,33,D,1,D,2,D,0,D,3,D,0,D,5,D,7,D,1,01,D,1,D,2,D,16,D,16,D,6,D,5,D,0,D,477358,T,0,D,71938.346,28957,T,0,D,0,D,0,D,477358,T,0,D,1,D,60,D,60,D,0.9911368,T,NA,A,NA,A,5,D,1,D,52,D,50,D,NA,A,NA,A,1,D,2,D,0,D,2,D,03,D,03,D,NA,A,3,D,0,D,1,01,D,02,2023,2,D,2,D,3,7073,T,13,D,1,D,2,D,1,2,D,3,D,NA,A,135860.718,199957.567,102554.476,122117.682,NA,NA,NA,193308.814,NA,175955.177,102824.772,172723.224,NA,NA,NA,NA,NA,157682.184,NA,NA,NA,159892.102,158045.447,NA,147527.774,NA,181365.15,112758.771
05116943,1,D,41,D,39,D,1,D,1,D,0,D,1,D,0,D,3,D,4,D,1,01,D,1,D,2,D,16,D,16,D,3,D,2,D,0,D,330100,D,200,D,8388.205,24328,D,11667,D,0,D,0,D,330000,D,0,D,1,D,40,D,50,D,0.9649708,D,NA,A,NA,A,1,D,3,D,52,D,52,D,NA,A,NA,A,1,D,2,D,0,D,1,D,03,D,03,D,NA,A,1,D,0,D,2,02,D,02,2023,1,D,1,D,4,7073,T,5,D,2,D,1,D,1,2,D,2,D,NA,A,15687.313,NA,15435.831,NA,16066.531,NA,NA,14043.001,18652.093,17835.734,NA,16328.672,15787.955,16265.042,18333.9,20961.847,NA,NA,NA,15004.756,NA,17327.554,15626.258,20025.812,NA,NA,NA,NA
05116973,1,D,42,D,53,D,2,D,2,D,0,D,0,D,0,D,2,D,3,D,1,01,D,1,D,3,D,14,D,13,D,4,D,4,D,0,D,254010,D,0,D,24465.939,19432,D,13788,D,0,D,0,D,254000,D,0,D,0,D,60,D,60,D,0.9489038,D,NA,A,NA,A,1,D,1,D,52,D,52,D,NA,A,NA,A,1,D,3,D,0,D,0,D,03,D,01,D,NA,A,1,D,0,D,5,01,D,02,2023,1,D,1,D,NA,1500,D,5,D,2,D,1,D,2,2,D,3,D,NA,A,32503.191,28408.788,NA,NA,38489.757,NA,29258.345,NA,NA,41618.624,36972.095,40313.428,NA,36268.331,37636.163,43637.497,37168.874,34704.138,NA,NA,NA,37063.78,NA,43784.276,34374.742,36445.879,NA,NA
05117003,1,D,43,D,NA,A,0,D,1,D,1,D,1,D,0,D,1,D,2,D,1,08,D,5,D,1,D,13,D,NA,A,3,D,7,D,0,D,-58062,T,0,D,25361.227,0,D,0,D,0,D,0,D,740,D,0,D,0,D,40,D,NA,A,1.886e-4,T,NA,A,NA,A,1,D,NA,A,2,D,NA,A,NA,C,NA,A,5,D,1,D,0,D,0,D,11,D,NA,A,NA,A,2,D,0,D,1,02,D,02,2023,NA,A,1,D,2,NA,A,4,D,2,D,NA,A,1,2,D,2,D,NA,A,NA,NA,NA,50316.411,NA,51967.892,NA,NA,45936.681,53675.049,NA,65743.118,54288.588,NA,59965.281,NA,52821.764,47301.252,NA,NA,NA,41444.812,NA,NA,NA,NA,NA,51815.193
05117063,1,D,63,D,63,D,1,D,1,D,0,D,0,D,0,D,1,D,4,D,1,01,D,2,D,1,D,12,D,13,D,2,D,1,D,0,D,24000,D,0,D,26010.484,1836,D,0,D,0,D,0,D,24000,D,0,D,1,D,40,D,NA,A,0.24787,D,NA,A,2,D,1,D,NA,A,52,D,0,D,NA,A,NA,A,1,D,1,D,0,D,0,D,12,D,NA,A,NA,A,0,D,0,D,4,01,D,02,2023,1,D,1,D,3,1693,D,5,D,1,D,2,D,1,2,D,2,D,NA,A,NA,NA,50194.639,NA,NA,NA,NA,NA,52597.372,54249.841,45597.563,NA,40321.439,NA,NA,NA,56623.631,50806.056,54476.174,52548.437,42371.322,NA,49529.228,54523.26,43482.315,NA,NA,47731.813
05117083,1,D,60,D,NA,A,1,D,0,D,0,D,0,D,0,D,1,D,3,D,1,01,D,1,D,1,D,12,D,NA,A,1,D,8,D,0,D,57000,D,0,D,33496.158,3443,D,0,D,0,D,0,D,45000,D,0,D,0,D,40,D,NA,A,0.4953458,D,NA,A,NA,A,1,D,NA,A,32,D,NA,A,NA,A,NA,A,2,D,1,D,0,D,2,D,11,D,NA,A,NA,A,0,D,0,D,2,01,D,02,2023,NA,A,1,D,1,2500,D,5,D,1,D,NA,A,1,2,D,3,D,NA,A,NA,77010.402,72322.326,NA,77656.312,69944.655,NA,77440.346,NA,80406.229,70491.517,NA,NA,NA,70217.363,NA,NA,NA,NA,NA,76388.493,74393.505,74317.985,NA,71339.303,NA,NA,NA
05117093,1,D,57,D,60,D,1,D,2,D,0,D,2,D,0,D,2,D,4,D,1,01,D,1,D,2,D,13,D,12,D,5,D,5,D,0,D,100500,D,0,D,37683.902,7650,D,0,D,0,D,0,D,100000,D,0,D,1,D,30,D,40,D,0.7067959,D,NA,A,NA,A,1,D,1,D,52,D,52,D,NA,A,NA,A,1,D,2,D,0,D,0,D,10,D,05,D,NA,A,2,D,0,D,5,02,D,02,2023,1,D,1,D,3,1600,D,9,D,2,D,1,D,1,2,D,2,D,NA,A,NA,NA,57003.139,NA,NA,NA,NA,NA,91982.323,83173.547,69271.227,NA,73515.6,NA,NA,NA,91523.454,75720.381,88478.169,86999.947,61826.373,NA,79816.35,95188.123,56396.855,NA,NA,53729.493
05117193,1,D,55,D,43,D,1,D,1,D,0,D,1,D,0,D,2,D,2,D,1,01,D,4,D,2,D,14,D,15,D,3,D,2,D,0,D,132000,D,0,D,27809.164,10098,D,0,D,0,D,0,D,132000,D,0,D,0,D,48,D,60,D,0.7986894,D,NA,A,NA,A,5,D,5,D,52,D,52,D,NA,A,NA,A,1,D,2,D,0,D,3,D,11,D,10,D,NA,A,1,D,0,D,1,01,D,02,2023,1,D,1,D,3,NA,A,3,D,1,D,2,D,1,2,D,3,D,NA,A,NA,NA,62040.16,59723.521,71848.787,60853.792,58587.01,NA,60220.695,54419.955,49408.955,NA,NA,53437.037,NA,49401.023,NA,NA,55211.994,49114.281,NA,63894.575,40343.349,NA,62233.646,NA,54252.164,60975.381
05117203,1,D,58,D,57,D,2,D,1,D,0,D,0,D,0,D,3,D,4,D,1,01,D,1,D,2,D,13,D,15,D,3,D,4,D,0,D,110395,D,600,D,27117.055,5883,D,175,D,0,D,8195,D,76900,D,0,D,0,D,36,D,50,D,0.7381264,D,NA,A,NA,A,1,D,1,D,10,D,52,D,NA,A,NA,A,1,D,2,D,0,D,0,D,04,D,06,D,NA,A,0,D,0,D,2,01,D,02,2023,1,D,1,D,4,3700,D,9,D,2,D,1,D,1,2,D,1,D,NA,A,NA,NA,53560.696,NA,50600.602,52885.584,NA,NA,NA,57751.467,NA,NA,NA,NA,NA,56851.198,60190.584,54837.738,NA,53090.036,NA,NA,NA,55299.172,59837.554,60075.402,51489.195,50695.138
05117233,1,D,73,D,72,D,1,D,1,D,0,D,0,D,0,D,2,D,3,D,2,01,D,2,D,8,D,12,D,12,D,2,D,1,D,0,D,51615,D,0,D,9328.248,0,D,0,D,0,D,29038,D,0,D,0,D,0,D,NA,A,NA,A,0.4582544,D,1,D,1,D,NA,A,NA,A,0,D,0,D,NA,A,24000,D,1,D,0,D,24000,D,1,D,NA,A,NA,A,NA,A,0,D,2,D,5,01,D,02,2023,6,D,1,D,4,1500,D,6,D,1,D,2,D,2,2,D,4,D,NA,A,15221.666,13828.284,NA,NA,15627.531,NA,13334.733,NA,NA,15725.599,12461.707,11698.213,NA,14054.058,14423.917,14990.436,13415.72,13078.843,NA,NA,NA,15812.136,NA,15102.497,12229.838,13144.985,NA,NA
05117293,1,D,37,D,33,D,1,D,1,D,1,D,1,D,0,D,1,D,3,D,1,01,D,1,D,2,D,15,D,15,D,4,D,3,D,0,D,91000,D,6000,D,25241.359,6962,D,0,D,0,D,0,D,91000,D,0,D,1,D,60,D,40,D,0.6672073,D,NA,A,NA,A,1,D,1,D,52,D,50,D,NA,A,NA,A,1,D,2,D,0,D,1,D,03,D,01,D,NA,A,2,D,0,D,4,01,D,02,2023,1,D,1,D,2,1450,D,9,D,1,D,2,D,1,2,D,2,D,NA,A,49371.751,50438.672,NA,NA,NA,49193.457,50598.344,NA,46733.384,NA,55306.938,63585.398,NA,NA,55438.174,NA,NA,42897.539,NA,48480.348,NA,NA,43840.455,54059.253,55625.252,NA,43269.199,51124.517
05117333,1,D,70,D,NA,A,0,D,1,D,0,D,0,D,0,D,1,D,1,D,1,08,D,4,D,8,D,12,D,NA,A,1,D,8,D,0,D,22571,D,0,D,24318.797,0,D,0,D,0,D,22571,D,0,D,0,D,0,D,NA,A,NA,A,0.2339158,D,1,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,NA,A,2,D,0,D,0,D,0,D,NA,A,NA,A,NA,A,0,D,1,D,4,01,D,02,2023,NA,A,1,D,2,NA,A,3,D,2,D,NA,A,1,2,D,1,D,NA,A,47415.272,50631.522,NA,NA,NA,51578.176,51681.487,NA,51101.915,NA,42816.736,49154.188,NA,NA,52010.147,NA,NA,53306.477,NA,47252.513,NA,NA,54141.709,49392.829,47730.278,NA,44510.001,45415.842
05117383,1,D,71,D,NA,A,0,D,1,D,0,D,0,D,0,D,1,D,1,D,1,05,D,4,D,8,D,13,D,NA,A,1,D,8,D,0,D,21551,D,0,D,19412.428,0,D,0,D,0,D,21551,D,0,D,0,D,0,D,NA,A,NA,A,0.2245675,D,5,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,NA,A,2,D,0,D,0,D,0,D,NA,A,NA,A,NA,A,0,D,1,D,1,01,D,02,2023,NA,A,2,D,1,NA,A,4,D,2,D,NA,A,1,2,D,0,D,NA,A,NA,NA,41947.117,37298.54,NA,31838.977,38069.077,NA,31635.547,NA,32532.407,37623.046,NA,NA,NA,36982.465,NA,NA,NA,NA,NA,36733.049,41108.527,45145.336,NA,38024.935,NA,NA
05117393,1,D,31,D,NA,A,1,D,0,D,0,D,0,D,0,D,1,D,1,D,1,07,D,4,D,8,D,16,D,NA,A,1,D,8,D,0,D,21950,D,0,D,35200.033,0,D,0,D,0,D,0,D,0,D,0,D,0,D,NA,A,NA,A,0.2267166,D,3,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,NA,A,5,D,0,D,0,D,0,D,NA,A,NA,A,20850,D,0,D,0,D,2,01,D,02,2023,NA,A,1,D,1,NA,A,2,D,1,D,NA,A,1,2,D,0,D,NA,A,NA,71144.72,NA,67534.374,NA,NA,71961.682,70488.259,NA,70644.94,68940.646,NA,72778.885,NA,69568.774,65278.36,NA,NA,NA,71412.386,NA,NA,NA,NA,NA,69793.653,70434.361,64456.422
05117413,1,D,63,D,NA,A,1,D,0,D,0,D,0,D,0,D,1,D,1,D,1,01,D,2,D,1,D,13,D,NA,A,1,D,8,D,0,D,49200,D,0,D,35348.175,1989,D,0,D,0,D,20400,D,16000,D,0,D,0,D,18,D,NA,A,0.4435328,D,NA,A,NA,A,4,D,NA,A,52,D,NA,A,NA,A,NA,A,5,D,1,D,0,D,0,D,08,D,NA,A,NA,A,0,D,0,D,2,01,D,02,2023,NA,A,2,D,3,844,D,3,D,1,D,NA,A,1,2,D,3,D,NA,A,NA,NA,NA,NA,66545.775,54628.382,66024.411,84055.144,67694.047,NA,73586.173,72591.409,78554.816,NA,NA,103317.955,NA,78065.144,NA,NA,68768.004,62470.594,NA,77608.373,73028.166,NA,63013.784,NA
05117433,1,D,37,D,38,D,1,D,1,D,1,D,0,D,0,D,1,D,2,D,1,01,D,1,D,1,D,12,D,15,D,3,D,3,D,0,D,120000,D,160,D,27639.787,9180,D,2800,D,0,D,0,D,120000,D,0,D,1,D,40,D,NA,A,0.7637568,D,NA,A,2,D,1,D,NA,A,52,D,0,D,NA,A,NA,A,1,D,1,D,0,D,0,D,12,D,NA,A,NA,A,1,D,0,D,1,01,D,02,2023,1,D,1,D,2,1800,D,7,D,1,D,2,D,1,2,D,2,D,NA,A,NA,NA,NA,51917.724,NA,51514.028,NA,NA,61519.461,56292.11,NA,65558.844,56463.489,NA,58913.471,NA,69828.576,51961.921,NA,NA,NA,50735.906,NA,NA,NA,NA,NA,56570.015
05117443,1,D,60,D,59,D,2,D,1,D,0,D,0,D,0,D,1,D,3,D,1,01,D,1,D,3,D,14,D,14,D,3,D,4,D,0,D,167000,D,0,D,12944.853,12776,D,0,D,0,D,0,D,167000,D,0,D,1,D,24,D,40,D,0.8696428,D,NA,A,NA,A,1,D,1,D,52,D,52,D,NA,A,NA,A,1,D,3,D,0,D,2,D,03,D,03,D,NA,A,0,D,0,D,2,02,D,02,2023,1,D,1,D,2,800,D,6,D,2,D,1,D,1,2,D,3,D,NA,A,NA,19590.208,21986.683,NA,20518.962,33529.737,20855.221,NA,NA,34367.107,NA,22373.77,NA,NA,33389.571,30489.735,NA,22584.654,29408.47,NA,24792.171,NA,20351.246,28682.26,NA,NA,NA,35855.009
05117483,1,D,55,D,63,D,1,D,1,D,0,D,0,D,0,D,2,D,3,D,2,01,D,1,D,2,D,15,D,13,D,2,D,1,D,0,D,140484,D,34000,D,10807.929,8630,D,0,D,0,D,0,D,112800,D,0,D,1,D,30,D,30,D,0.8161693,D,NA,A,NA,A,5,D,5,D,52,D,52,D,NA,A,NA,A,1,D,2,D,0,D,0,D,05,D,05,D,NA,A,0,D,0,D,5,01,D,02,2023,4,D,4,D,4,3000,D,7,D,2,D,1,D,2,2,D,2,D,NA,A,18512.897,15015.364,NA,NA,18100.516,NA,16305.486,NA,NA,19861.726,17049.046,18014.788,NA,17177.433,17659.308,18674.481,18390.245,16680.062,NA,NA,NA,15960.9,NA,17002.575,17630.738,15471.364,NA,NA
05117513,1,D,66,D,67,D,2,D,1,D,0,D,0,D,0,D,2,D,3,D,1,01,D,1,D,4,D,15,D,15,D,3,D,4,D,0,D,102200,D,0,D,19191.077,10995,D,0,D,0,D,30270,D,48000,D,0,D,1,D,30,D,NA,A,0.7108846,D,NA,A,1,D,1,D,NA,A,15,D,0,D,NA,A,NA,A,1,D,2,D,0,D,1,D,02,D,NA,A,NA,A,0,D,2,D,3,03,D,02,2023,1,D,1,D,3,2000,D,6,D,2,D,1,D,1,2,D,1,D,NA,A,NA,41705.982,NA,31766.779,NA,NA,NA,38026.027,48842.235,33519.9,35087.161,26885.698,NA,34139.444,35932.268,31242.792,NA,NA,38846.303,NA,36526.737,NA,NA,33955.255,34091.159,NA,35222.995,37669.409
05117523,1,D,38,D,46,D,1,D,1,D,0,D,0,D,0,D,4,D,5,D,1,01,D,1,D,2,D,16,D,15,D,2,D,1,D,0,D,842711,T,19000,D,25269.845,39553,T,0,D,0,D,0,D,557358,T,0,D,0,D,55,D,60,D,0.9994688,T,NA,A,NA,A,5,D,1,D,52,D,50,D,NA,A,NA,A,1,D,2,D,0,D,0,D,10,D,03,D,NA,A,0,D,0,D,1,01,D,02,2023,4,D,4,D,4,7073,T,9,D,1,D,2,D,1,2,D,1,D,NA,A,47267.257,NA,NA,49152.393,52161.921,44573.345,NA,45768.102,57101.382,50081.548,47798.582,45968.454,NA,NA,NA,56066.099,NA,58861.68,47657.121,49089.716,NA,NA,NA,NA,NA,49144.546,NA,NA
05117543,1,D,22,D,NA,A,0,D,1,D,0,D,0,D,0,D,2,D,2,D,1,08,D,4,D,1,D,16,D,NA,A,1,D,8,D,0,D,65000,D,163,D,35708.004,4973,D,3924,D,0,D,0,D,65000,D,0,D,0,D,40,D,NA,A,0.5355067,D,NA,A,NA,A,1,D,NA,A,11,D,NA,A,NA,A,NA,A,5,D,1,D,0,D,1,D,06,D,NA,A,NA,A,0,D,0,D,2,01,D,02,2023,NA,A,1,D,3,NA,A,3,D,2,D,NA,A,1,2,D,1,D,NA,A,NA,78014.475,NA,NA,NA,NA,NA,74750.007,79304.101,76704.83,NA,82461.809,NA,NA,NA,74091.739,71586.161,79039.153,77152.22,80219.383,NA,71435.298,82505.975,80289.121,NA,NA,73148.736,NA
05117553,1,D,36,D,35,D,1,D,1,D,1,D,0,D,0,D,2,D,4,D,1,01,D,1,D,2,D,15,D,15,D,3,D,3,D,0,D,300000,D,0,D,29550.384,22950,D,0,D,0,D,0,D,300000,D,0,D,1,D,50,D,50,D,0.96179,D,NA,A,NA,A,1,D,1,D,52,D,52,D,NA,A,NA,A,1,D,2,D,0,D,0,D,03,D,03,D,NA,A,1,D,0,D,2,01,D,02,2023,1,D,1,D,3,2600,D,8,D,1,D,2,D,1,2,D,2,D,NA,A,NA,NA,NA,NA,61899.421,55358.39,57801.871,52979.882,76246.036,NA,60433.06,54696.833,65145.366,NA,NA,65410.534,NA,58462.084,NA,NA,56970.047,72061.488,NA,63550.788,60841.03,NA,56726.997,NA
05117583,1,D,87,T,NA,A,0,D,2,D,0,D,0,D,0,D,2,D,4,D,1,01,D,5,D,8,D,10,D,NA,A,2,D,9,D,0,D,42742,D,0,D,30395.726,0,D,0,D,0,D,39262,D,0,D,0,D,0,D,NA,A,NA,A,0.3975227,D,1,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,NA,A,2,D,0,D,0,D,1,D,NA,A,NA,A,NA,A,0,D,2,D,2,01,D,02,2023,NA,A,2,D,1,NA,A,8,D,2,D,NA,A,1,2,D,2,D,NA,A,NA,NA,52688.286,NA,62339.067,NA,NA,57141.328,53774.173,NA,52483.419,75406.342,NA,65335.543,NA,61217.027,51246.855,NA,NA,NA,51022.107,NA,NA,NA,NA,NA,62016.185,89094.328
05117623,1,D,77,D,76,D,1,D,1,D,0,D,0,D,0,D,3,D,4,D,1,01,D,2,D,2,D,13,D,13,D,2,D,1,D,0,D,0,D,0,D,29537.217,0,D,0,D,0,D,0,D,0,D,0,D,1,D,22,D,65,D,0.0614588,A,NA,A,NA,A,3,D,1,D,52,D,52,D,NA,A,NA,A,1,D,2,D,0,D,1,D,10,D,05,D,NA,A,0,D,2,D,2,01,D,02,2023,1,D,1,D,3,2000,D,8,D,1,D,2,D,1,2,D,2,D,NA,A,NA,NA,NA,NA,72880.452,55362.801,52099.931,46490.345,62383.263,NA,66733.506,74604.771,68659.594,NA,NA,81089.437,NA,50353.514,NA,NA,52027.147,77994.069,NA,48032.77,67681.385,NA,50622.787,NA
05117663,1,D,30,D,NA,A,1,D,0,D,0,D,0,D,0,D,2,D,2,D,1,01,D,4,D,1,D,12,D,NA,A,1,D,8,D,0,D,1300,D,0,D,21635.873,99,D,0,D,0,D,0,D,1300,D,0,D,0,D,40,D,NA,A,0.0819641,D,NA,A,NA,A,1,D,NA,A,52,D,NA,A,NA,A,NA,A,5,D,1,D,0,D,1,D,07,D,NA,A,NA,A,0,D,0,D,2,01,D,02,2023,NA,A,1,D,1,NA,A,6,D,1,D,NA,A,1,2,D,1,D,NA,A,42306.271,NA,42451.665,NA,NA,42981.073,NA,42965.96,NA,NA,42402.007,41805.345,43432.855,NA,42453.431,39488.97,43815.451,48341.587,41361.231,NA,NA,NA,49023.442,NA,43130.213,43356.806,43486.133,NA
05117674,1,D,25,D,NA,A,1,D,0,D,0,D,0,D,0,D,2,D,3,D,1,01,D,4,D,1,D,15,D,NA,A,1,D,8,D,0,D,82000,D,10000,D,25162.844,6273,D,0,D,0,D,0,D,82000,D,0,D,0,D,45,D,NA,A,0.6286367,D,NA,A,NA,A,1,D,NA,A,52,D,NA,A,NA,A,NA,A,5,D,1,D,0,D,1,D,03,D,NA,A,NA,A,0,D,0,D,2,01,D,02,2023,NA,A,1,D,2,NA,A,8,D,1,D,NA,A,1,2,D,1,D,NA,A,NA,47112.695,46667.722,NA,47179.336,54196.757,48697.673,NA,NA,55741.227,NA,46757.701,NA,NA,55744.831,50875.332,NA,54754.959,52240.36,NA,51490.282,NA,54151.25,54663.15,NA,NA,NA,52872.825
05117683,1,D,67,D,66,D,2,D,1,D,0,D,0,D,0,D,3,D,5,D,1,01,D,1,D,1,D,12,D,12,D,3,D,4,D,0,D,64311,D,0,D,33164.158,2448,D,0,D,0,D,30490,D,32000,D,861,D,1,D,42,D,NA,A,0.5307624,D,NA,A,1,D,1,D,NA,A,52,D,0,D,NA,A,NA,A,1,D,1,D,0,D,1,D,10,D,NA,A,NA,A,0,D,2,D,1,01,D,02,2023,1,D,1,D,3,3000,D,10,D,2,D,1,D,1,2,D,4,D,NA,A,NA,94600.591,89137.742,54489.217,80463.964,56819.764,NA,46082.247,89888.215,74805.189,NA,NA,81088.265,NA,75288.301,NA,NA,52428.959,55142.727,NA,52714.417,94172.261,NA,50508.297,NA,77693.021,53267.818,NA
